date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2021-12-29 01:37:00,1.1299,1.12984,1.1299,1.12983,1.13002,1.12997,1.13003,1.12996,42
2021-12-29 01:38:00,1.12984,1.12984,1.12986,1.12982,1.12998,1.12996,1.12999,1.12995,26
2021-12-29 01:39:00,1.12984,1.12973,1.12988,1.12971,1.12997,1.12985,1.13001,1.12983,105
2021-12-29 01:40:00,1.12972,1.12979,1.12981,1.12969,1.12985,1.12991,1.12994,1.12981,76
2021-12-29 01:41:00,1.1298,1.12981,1.12984,1.12978,1.12991,1.12994,1.12998,1.12991,44
2021-12-29 01:42:00,1.1298,1.12978,1.12981,1.12978,1.12994,1.12992,1.12994,1.12992,18
2021-12-29 01:43:00,1.12978,1.12971,1.12978,1.12969,1.12991,1.12985,1.12991,1.12983,30
2021-12-29 01:44:00,1.12971,1.12975,1.12978,1.12969,1.12984,1.12988,1.12991,1.12983,56
2021-12-29 01:45:00,1.12974,1.12978,1.12978,1.1297,1.12987,1.12991,1.12991,1.12983,66
2021-12-29 01:46:00,1.12978,1.12987,1.12988,1.12977,1.1299,1.13001,1.13001,1.12989,43
2021-12-29 01:47:00,1.12986,1.12982,1.12987,1.12979,1.13,1.12993,1.13,1.12992,43
2021-12-29 01:48:00,1.12982,1.12983,1.12984,1.1298,1.12994,1.12996,1.12996,1.12992,23
2021-12-29 01:49:00,1.12984,1.12989,1.12993,1.12984,1.12996,1.13001,1.13005,1.12996,50
2021-12-29 01:50:00,1.12988,1.12991,1.12991,1.12988,1.13001,1.13002,1.13003,1.13,36
2021-12-29 01:51:00,1.1299,1.12992,1.12993,1.12989,1.13002,1.13005,1.13005,1.13001,37
2021-12-29 01:52:00,1.12993,1.12995,1.12996,1.1299,1.13005,1.13008,1.13008,1.13002,38
2021-12-29 01:53:00,1.12995,1.13001,1.13003,1.12994,1.13007,1.13013,1.13016,1.13007,38
2021-12-29 01:54:00,1.13001,1.13002,1.13011,1.13001,1.13014,1.13015,1.13024,1.13013,72
2021-12-29 01:55:00,1.13002,1.13005,1.13006,1.13002,1.13014,1.13018,1.13019,1.13014,25
2021-12-29 01:56:00,1.13005,1.13016,1.13016,1.13001,1.13017,1.13028,1.13028,1.13013,51
2021-12-29 01:57:00,1.13017,1.13012,1.13021,1.13012,1.13028,1.13023,1.13033,1.13023,43
2021-12-29 01:58:00,1.13013,1.1301,1.13017,1.1301,1.13025,1.13022,1.13029,1.13022,27
