,bidopen,max_bid,min_bid,rsi,sma_signal,entry_price,entry_signal,exit_price,exit_time,status,pl
2022-02-17 17:59:00,1.13581,1.13592,1.1358,33.24505519279309,,1.13586,BUY,1.13618,2022-02-17 18:30:00,TGP,9.599999999996278
2022-02-17 18:30:00,1.1363,1.13631,1.13613,57.66933223447026,,1.13618,SELL,0.0,0,0,0.0
2022-02-17 19:40:00,1.13665,1.13665,1.13652,61.82365663406488,,1.13654,SELL,1.13587,2022-02-17 20:11:00,TG,20.100000000005114
2022-02-17 20:11:00,1.13567,1.13587,1.13567,41.28251070535231,,1.13587,BUY,0.0,0,0,0.0
2022-02-17 20:52:00,1.13588,1.13603,1.13587,43.89557775756714,,1.136,BUY,1.13572,2022-02-17 21:59:00,SLPR,-8.399999999995078
2022-02-17 23:00:00,1.13602,1.13615,1.13592,49.13547468539822,,1.13609,BUY,1.13664,2022-02-17 23:16:00,TGP,16.500000000001513
2022-02-17 23:16:00,1.13686,1.13686,1.13663,53.20495111118926,,1.13664,SELL,1.1365,2022-02-18 00:00:00,TGP,4.20000000000087
2022-02-18 00:00:00,1.13632,1.1365,1.13627,42.84299833618375,,1.1365,BUY,1.13656,2022-02-18 01:35:00,TGP,1.7999999999984695
2022-02-18 01:35:00,1.13667,1.13667,1.13655,66.70246813973287,,1.13656,SELL,1.13698,2022-02-18 01:54:00,SLPR,-12.60000000000261
2022-02-18 01:56:00,1.13694,1.13694,1.13672,65.8016298957996,,1.13685,SELL,1.13635,2022-02-18 02:42:00,TGP,14.999999999998348
2022-02-18 02:42:00,1.13632,1.13635,1.1363,31.57003459041914,,1.13635,BUY,1.13664,2022-02-18 02:59:00,TGP,8.700000000003705
2022-02-18 02:59:00,1.13674,1.13676,1.13664,58.212793737356336,,1.13664,SELL,1.13691,2022-02-18 03:32:00,SLPR,-8.099999999999774
2022-02-18 05:03:00,1.13636,1.13643,1.13635,39.79970540897784,,1.13642,BUY,1.13657,2022-02-18 05:51:00,TGP,4.500000000002835
2022-02-18 05:26:00,1.13614,1.13626,1.13614,43.661316904126764,,1.13625,BUY,1.13657,2022-02-18 05:51:00,TGP,9.60000000000294
2022-02-18 05:51:00,1.13661,1.13662,1.13656,65.56470147238184,,1.13657,SELL,0.0,0,0,0.0
2022-02-18 07:33:00,1.13674,1.13697,1.1367,48.56886570315026,,1.13697,BUY,1.13655,2022-02-18 08:06:00,SLPR,-12.60000000000261
2022-02-18 07:59:00,1.13679,1.13697,1.13679,41.317311686347516,,1.13693,BUY,1.13655,2022-02-18 08:06:00,SLPR,-11.400000000001409
2022-02-18 09:24:00,1.13671,1.13691,1.1367,45.93257509650546,,1.1369,BUY,1.13655,2022-02-18 10:09:00,SLPR,-10.500000000002174
2022-02-18 10:15:00,1.13637,1.13643,1.13621,31.021489503904164,,1.13641,BUY,1.13618,2022-02-18 10:51:00,SLPR,-6.899999999998574
2022-02-18 11:31:00,1.13483,1.13497,1.13477,32.79235508796366,,1.13497,BUY,1.13588,2022-02-18 11:55:00,TG,27.29999999999899
2022-02-18 11:52:00,1.13594,1.136,1.1359,67.83663770326808,,1.1359,SELL,1.13573,2022-02-18 13:02:00,TGP,5.1000000000001044
2022-02-18 12:58:00,1.13573,1.13588,1.13568,31.198737879086067,,1.13587,BUY,1.1354,2022-02-18 13:10:00,SLPR,-14.099999999999113
2022-02-18 13:05:00,1.13564,1.13582,1.13563,37.62042228048646,,1.13577,BUY,1.1354,2022-02-18 13:10:00,SLPR,-11.099999999999444
2022-02-18 13:41:00,1.13592,1.13608,1.13581,64.643684667659,,1.13581,SELL,1.13504,2022-02-18 13:58:00,TG,23.099999999998122
2022-02-18 13:58:00,1.13498,1.1351,1.13493,33.170257952076284,,1.13504,BUY,0.0,0,0,0.0
2022-02-18 15:20:00,1.13462,1.13462,1.13454,57.03422589034627,,1.13454,SELL,1.13345,2022-02-18 15:49:00,TG,32.70000000000106
2022-02-18 15:49:00,1.13281,1.13357,1.13267,45.25274279330342,,1.13345,BUY,1.13371,2022-02-18 15:53:00,TG,7.799999999997809
2022-02-18 16:09:00,1.13272,1.13296,1.13268,31.07870443139589,,1.13287,BUY,1.13321,2022-02-18 16:34:00,TG,10.200000000000209
2022-02-18 16:31:00,1.13367,1.13371,1.13348,67.77007585769009,,1.13355,SELL,1.13272,2022-02-18 16:54:00,TG,24.900000000003253
2022-02-18 17:05:00,1.13237,1.13262,1.13227,42.90520128471556,,1.13257,BUY,1.13208,2022-02-18 17:19:00,SLPR,-14.700000000003044
2022-02-18 17:13:00,1.13217,1.13233,1.1321,36.531082120452474,,1.13227,BUY,1.13197,2022-02-18 17:58:00,SLPR,-9.00000000000567
2022-02-18 17:43:00,1.13236,1.13236,1.13192,51.71218569477559,,1.13194,SELL,0.0,0,0,0.0
2022-02-18 18:22:00,1.13286,1.13288,1.13281,68.41059748447555,,1.13283,SELL,0.0,0,0,0.0
2022-02-18 19:33:00,1.13349,1.13351,1.13328,58.942590012237176,,1.13329,SELL,1.13287,2022-02-18 20:05:00,TGP,12.599999999995948
2022-02-18 20:05:00,1.1328,1.13289,1.13272,34.1261571880281,,1.13287,BUY,1.13257,2022-02-18 20:31:00,SLPR,-8.999999999999009
2022-02-18 20:34:00,1.13239,1.1325,1.13237,30.84512481735328,,1.13242,BUY,1.13269,2022-02-18 21:16:00,TGP,8.099999999999774
2022-02-18 21:16:00,1.13272,1.13272,1.13266,65.04789515883753,,1.13269,SELL,1.13231,2022-02-18 21:49:00,TGP,11.400000000001409
2022-02-18 21:49:00,1.13226,1.13232,1.13226,30.71116010310446,,1.13231,BUY,1.13201,2022-02-18 21:57:00,SLPR,-8.999999999999009
2022-02-20 20:31:00,1.13096,1.13136,1.13096,52.733439006049935,,1.13136,BUY,1.13199,2022-02-20 22:13:00,TG,18.900000000003914
2022-02-20 22:13:00,1.13246,1.13246,1.1318,48.9776871501178,,1.13199,SELL,1.13183,2022-02-20 23:02:00,TGP,4.8000000000048
2022-02-20 23:02:00,1.13168,1.13187,1.13162,39.31199250619763,,1.13183,BUY,1.13222,2022-02-20 23:20:00,TGP,11.700000000003374
2022-02-20 23:20:00,1.1323,1.1323,1.13221,63.73878079851506,,1.13222,SELL,1.13145,2022-02-20 23:36:00,TG,23.099999999998122
2022-02-20 23:35:00,1.13136,1.13144,1.13135,30.31778767916225,,1.13141,BUY,1.13183,2022-02-20 23:49:00,TGP,12.599999999995948
2022-02-20 23:49:00,1.13186,1.13186,1.13181,67.47883937429242,,1.13183,SELL,1.13155,2022-02-21 00:03:00,TGP,8.399999999995078
2022-02-21 00:03:00,1.13134,1.13155,1.13134,48.78273260933336,,1.13155,BUY,1.13191,2022-02-21 00:42:00,TGP,10.799999999997478
2022-02-21 00:42:00,1.13194,1.13194,1.13187,67.03758013506848,,1.13191,SELL,0.0,0,0,0.0
2022-02-21 01:13:00,1.13354,1.13354,1.13325,61.826663158038436,,1.13332,SELL,1.13388,2022-02-21 01:34:00,SLPR,-16.799999999996817
2022-02-21 03:17:00,1.13598,1.13598,1.13589,67.87405989176044,,1.13595,SELL,0.0,0,0,0.0
2022-02-21 04:28:00,1.13581,1.13585,1.13581,30.91410432618197,,1.13583,BUY,1.13598,2022-02-21 04:45:00,TGP,4.500000000002835
2022-02-21 04:45:00,1.13608,1.13608,1.13591,56.625371819512075,,1.13598,SELL,0.0,0,0,0.0
2022-02-21 05:05:00,1.13629,1.13629,1.13613,62.51537927639281,,1.13623,SELL,1.13645,2022-02-21 06:09:00,SLPR,-6.599999999996609
2022-02-21 05:59:00,1.13636,1.13636,1.13619,49.19928973467886,,1.13619,SELL,0.0,0,0,0.0
2022-02-21 06:30:00,1.13685,1.13686,1.13661,60.378581713488494,,1.13671,SELL,1.13727,2022-02-21 07:01:00,SLPR,-16.799999999996817
2022-02-21 08:38:00,1.13634,1.13696,1.13634,38.084963325177625,,1.13684,BUY,0.0,0,0,0.0
2022-02-21 09:04:00,1.13565,1.13586,1.13565,38.209331045089286,,1.13586,BUY,1.13647,2022-02-21 09:12:00,TG,18.299999999999983
2022-02-21 09:36:00,1.13667,1.13674,1.13636,52.20902739522272,,1.13639,SELL,1.13609,2022-02-21 09:47:00,TGP,8.999999999999009
2022-02-21 09:47:00,1.1358,1.13609,1.13579,45.338648779985675,,1.13609,BUY,1.13561,2022-02-21 10:57:00,SLPR,-14.400000000001079
2022-02-21 10:59:00,1.13552,1.13559,1.13546,31.305106353492974,,1.13559,BUY,1.13533,2022-02-21 11:23:00,SLPR,-7.80000000000447
2022-02-21 12:29:00,1.13468,1.13468,1.13458,63.115892578731454,,1.13459,SELL,1.13376,2022-02-21 12:54:00,TG,24.89999999999659
2022-02-21 12:52:00,1.13342,1.13356,1.13336,31.56106352437351,,1.13354,BUY,1.13354,2022-02-21 13:02:00,SLPR,0.0
2022-02-21 13:20:00,1.13302,1.13314,1.13294,31.323825917688993,,1.13312,BUY,1.13283,2022-02-21 13:43:00,SLPR,-8.699999999997043
2022-02-21 13:58:00,1.1322,1.13401,1.1322,57.56536195638644,UP_CROSSOVER,1.13323,BUY,1.13419,2022-02-21 14:18:00,TG,28.800000000002157
2022-02-21 14:18:00,1.13453,1.13453,1.13412,66.3404950902913,,1.13419,SELL,1.13319,2022-02-21 14:38:00,TG,30.000000000003357
2022-02-21 15:10:00,1.13434,1.13439,1.13402,65.90102647939975,,1.13404,SELL,1.1334,2022-02-21 15:19:00,TG,19.199999999999218
2022-02-21 15:28:00,1.13257,1.1331,1.13256,48.01710788812905,,1.1331,BUY,1.13357,2022-02-21 15:43:00,TG,14.099999999999113
2022-02-21 16:51:00,1.13446,1.13449,1.13438,64.81845445314843,,1.13438,SELL,1.13387,2022-02-21 17:45:00,TGP,15.300000000000313
2022-02-21 17:45:00,1.13374,1.13387,1.1336,31.827701973226937,,1.13387,BUY,1.13351,2022-02-21 18:03:00,SLPR,-10.799999999997478
2022-02-21 18:40:00,1.13278,1.1328,1.13276,68.86081192807262,,1.13276,SELL,1.13206,2022-02-21 18:52:00,TGP,20.999999999997687
2022-02-21 18:52:00,1.13202,1.13208,1.13201,32.81327384557589,,1.13206,BUY,0.0,0,0,0.0
2022-02-21 19:21:00,1.13065,1.13085,1.13062,42.65764552064906,,1.13085,BUY,1.13177,2022-02-21 19:52:00,TG,27.600000000000957
2022-02-21 19:51:00,1.13197,1.13197,1.13179,68.92346357762835,,1.13183,SELL,1.13105,2022-02-21 20:16:00,TG,23.399999999993426
2022-02-21 20:16:00,1.13099,1.13105,1.13099,34.923563702639825,,1.13105,BUY,1.13115,2022-02-21 20:48:00,TGP,2.9999999999996696
2022-02-21 20:48:00,1.1312,1.13121,1.13115,68.70858939714252,,1.13115,SELL,1.13086,2022-02-21 21:41:00,TGP,8.700000000003705
2022-02-21 21:07:00,1.13167,1.13167,1.13144,53.21876189737412,,1.13147,SELL,1.13152,2022-02-21 21:31:00,TGP,-1.5000000000031655
2022-02-21 21:20:00,1.1318,1.13181,1.13171,62.95164366867389,,1.13172,SELL,1.13152,2022-02-21 21:31:00,TGP,5.999999999999339
2022-02-21 21:31:00,1.13129,1.13154,1.13129,50.766659162015486,,1.13152,BUY,0.0,0,0,0.0
2022-02-21 22:00:00,1.13074,1.1308,1.13064,37.36320661607654,,1.1308,BUY,1.13061,2022-02-21 23:01:00,SLPR,-5.700000000004035
2022-02-21 23:26:00,1.12968,1.13008,1.12967,54.416301911430004,,1.13006,BUY,1.13025,2022-02-21 23:40:00,TGP,5.699999999997374
2022-02-21 23:40:00,1.13052,1.13053,1.13025,52.10202992480242,,1.13025,SELL,1.12985,2022-02-21 23:44:00,TGP,11.999999999998678
2022-02-21 23:44:00,1.12964,1.12985,1.12964,40.29987058027752,,1.12985,BUY,1.13075,2022-02-22 00:01:00,TG,26.999999999997026
2022-02-22 00:01:00,1.13084,1.13084,1.13075,66.04189076766441,,1.13075,SELL,1.1306,2022-02-22 01:13:00,TGP,4.499999999996174
2022-02-22 00:51:00,1.13191,1.13191,1.13183,64.93883842784463,,1.13184,SELL,1.13097,2022-02-22 01:08:00,TG,26.09999999999779
2022-02-22 01:08:00,1.13067,1.13102,1.13067,41.15341729976789,,1.13097,BUY,0.0,0,0,0.0
2022-02-22 02:58:00,1.13005,1.13022,1.13004,33.89385166061726,,1.13017,BUY,1.12984,2022-02-22 03:14:00,SLPR,-9.899999999998244
2022-02-22 03:42:00,1.12891,1.1291,1.12887,32.96616622587729,,1.12906,BUY,1.1298,2022-02-22 04:24:00,TG,22.199999999998887
2022-02-22 04:24:00,1.12987,1.12988,1.12978,62.01549469689513,,1.1298,SELL,1.12942,2022-02-22 04:50:00,TGP,11.399999999994748
2022-02-22 04:50:00,1.12939,1.12947,1.12937,30.084723312904643,,1.12942,BUY,1.13005,2022-02-22 05:06:00,TGP,18.899999999997252
2022-02-22 05:06:00,1.13015,1.13017,1.13004,64.42284234687318,,1.13005,SELL,0.0,0,0,0.0
2022-02-22 05:30:00,1.13068,1.13068,1.13051,62.5303814091136,,1.13056,SELL,1.13025,2022-02-22 06:04:00,TGP,9.300000000000974
2022-02-22 06:04:00,1.13018,1.13027,1.13011,32.069877453637105,,1.13025,BUY,1.13062,2022-02-22 06:27:00,TGP,11.099999999999444
2022-02-22 06:27:00,1.13068,1.1307,1.13057,67.72995446641735,,1.13062,SELL,1.13083,2022-02-22 06:43:00,SLPR,-6.300000000001305
2022-02-22 06:50:00,1.13109,1.13112,1.13096,62.44462608302969,,1.13097,SELL,1.13023,2022-02-22 06:58:00,TG,22.199999999998887
2022-02-22 06:58:00,1.12994,1.13029,1.12993,40.93349211550347,,1.13023,BUY,1.12958,2022-02-22 07:16:00,SLPR,-19.500000000001183
2022-02-22 08:07:00,1.12924,1.12968,1.12924,47.13311398843915,,1.12963,BUY,1.13148,2022-02-22 08:25:00,TG,55.50000000000388
2022-02-22 08:18:00,1.13129,1.13129,1.13082,68.32133224072331,,1.13109,SELL,0.0,0,0,0.0
2022-02-22 09:12:00,1.1332,1.1332,1.13285,60.19052788119093,,1.1329,SELL,1.13245,2022-02-22 09:50:00,TGP,13.500000000001844
2022-02-22 09:50:00,1.13236,1.13246,1.13216,31.19978015739386,,1.13245,BUY,1.1339,2022-02-22 10:31:00,TG,43.499999999998536
2022-02-22 10:29:00,1.13396,1.13411,1.13395,69.33255898499681,,1.13396,SELL,1.13419,2022-02-22 10:40:00,SLPR,-6.899999999998574
