,bidopen,max_bid,min_bid,small_sma_8,large_sma_16,rsi,sma_signal,sma_signal_1,entry_price,entry_signal,exit_price,exit_time,status,pl
2021-12-03 05:57:00,1.13007,1.13008,1.13,1.1300175000000001,1.129891875,63.599055428222535,,,1.13002,SELL,1.12958,2021-12-03 06:24:00,TGP,13.199999999999878
2021-12-03 06:24:00,1.12954,1.12958,1.12949,1.12962625,1.12972375,31.303707480164164,,,1.12958,BUY,1.12907,2021-12-03 06:48:00,SL,-15.300000000000313
2021-12-03 07:01:00,1.12827,1.12844,1.1282,1.1283175,1.128583125,35.70760837172338,,,1.12843,BUY,1.129,2021-12-03 08:00:00,TG,17.099999999998783
2021-12-03 09:08:00,1.12946,1.12949,1.1294,1.129235,1.1290193750000002,68.59602859181842,,,1.12943,SELL,1.12883,2021-12-03 09:26:00,TGP,17.999999999998018
2021-12-03 09:26:00,1.12876,1.12886,1.12871,1.1289624999999999,1.129153125,34.70062865744657,,,1.12883,BUY,1.12858,2021-12-03 09:34:00,SLPR,-7.500000000002505
2021-12-03 10:15:00,1.13022,1.13024,1.12997,1.129915,1.12978,60.140506362522075,,,1.12999,SELL,1.13057,2021-12-03 10:27:00,SL,-17.400000000000748
2021-12-03 10:34:00,1.13079,1.13079,1.13065,1.13066125,1.13042625,67.50858363133642,,,1.13066,SELL,1.13077,2021-12-03 10:59:00,TGP,-3.300000000001635
2021-12-03 10:59:00,1.13038,1.13077,1.13037,1.13058375,1.1308087500000001,51.415699458316986,,,1.13077,BUY,1.13024,2021-12-03 11:34:00,SLPR,-15.900000000004244
2021-12-03 11:40:00,1.13017,1.1304,1.13017,1.13024875,1.130649375,31.874646853603167,,,1.13027,BUY,1.131,2021-12-03 12:06:00,TG,21.899999999996922
2021-12-03 12:25:00,1.13123,1.13129,1.13115,1.1311325,1.13103125,63.38574223828029,,,1.13117,SELL,1.13084,2021-12-03 12:33:00,TGP,9.899999999998244
2021-12-03 12:33:00,1.13058,1.13085,1.13058,1.130855,1.13099375,46.25520853849677,,,1.13084,BUY,1.13137,2021-12-03 13:32:00,TG,15.899999999997583
2021-12-03 13:02:00,1.12921,1.12949,1.12921,1.129505,1.129920625,33.510457699730495,,,1.12946,BUY,1.13137,2021-12-03 13:32:00,TG,57.30000000000235
2021-12-03 14:11:00,1.12858,1.12895,1.12854,1.1297025,1.130094375,35.39490567849454,,,1.12893,BUY,1.12958,2021-12-03 14:18:00,TG,19.500000000001183
2021-12-03 14:49:00,1.12853,1.12896,1.12853,1.12883125,1.1291275,38.924650176376005,,,1.12876,BUY,1.12828,2021-12-03 15:01:00,SLPR,-14.400000000001079
