,Index,bidopen,max_bid,min_bid,rsi,sma_signal,supertrend,supertrend_direction,entry_price,entry_signal,exit_price,exit_time,status,pl
18,2022-03-01 14:14:00,1.11446,1.11464,1.11425,33.53292054160433,,1.115623661285606,-1,1.11461,BUY,1.11529,2022-03-01 14:20:00,TG,20.399999999993756
19,2022-03-01 15:13:00,1.11285,1.11317,1.11284,32.70977328310464,,1.114253197171739,-1,1.1131,BUY,1.11406,2022-03-01 15:18:00,TG,28.800000000002157
20,2022-03-01 16:29:00,1.11105,1.11154,1.11098,38.69612386504853,,1.111898490591451,-1,1.11154,BUY,1.11099,2022-03-01 17:38:00,SL,-16.500000000001513
21,2022-03-01 17:38:00,1.11164,1.11166,1.11099,53.08934850792675,,1.110788041410888,1,1.11099,SELL,1.11076,2022-03-01 18:02:00,TGP,6.899999999998574
22,2022-03-01 18:02:00,1.11071,1.1108,1.11045,31.63212422663524,,1.1115444603100795,-1,1.11076,BUY,1.11048,2022-03-01 18:11:00,SLPR,-8.40000000000174
23,2022-03-01 18:29:00,1.10988,1.11006,1.10985,35.62718102953002,,1.1106994748983305,-1,1.11001,BUY,1.11211,2022-03-01 18:48:00,TG,62.99999999999972
24,2022-03-01 19:37:00,1.11308,1.1131,1.11291,68.24736412111233,,1.1123872047968444,1,1.11292,SELL,1.11209,2022-03-01 19:55:00,TG,24.89999999999659
25,2022-03-01 19:55:00,1.11194,1.11214,1.1119,34.92629846903331,,1.112651090281582,-1,1.11209,BUY,1.11302,2022-03-01 20:05:00,TG,27.89999999999626
26,2022-03-01 20:23:00,1.11182,1.11221,1.11182,42.42213092626365,,1.112519283849243,-1,1.11214,BUY,1.11293,2022-03-01 20:57:00,TG,23.700000000002053
27,2022-03-01 20:59:00,1.11322,1.11324,1.11298,62.79964491842917,,1.1123516399428488,1,1.11299,SELL,1.11214,2022-03-01 22:13:00,TG,25.500000000000522
28,2022-03-01 22:13:00,1.11213,1.11214,1.11213,41.682430658071674,,1.1122550645742477,-1,1.11214,BUY,1.11182,2022-03-01 22:56:00,SLPR,-9.599999999996278
29,2022-03-01 23:28:00,1.11265,1.11265,1.11259,64.68111001542155,,1.1123609253573918,1,1.11259,SELL,1.11241,2022-03-02 00:03:00,TGP,5.40000000000207
30,2022-03-02 00:05:00,1.11211,1.11253,1.11211,44.537221979491655,,1.1128793768276346,-1,1.11251,BUY,1.11307,2022-03-02 00:25:00,TGP,16.799999999996817
31,2022-03-02 00:46:00,1.11242,1.11255,1.11241,38.449906444014026,,1.1127027372544824,-1,1.11249,BUY,1.11223,2022-03-02 01:07:00,SLPR,-7.799999999997809
32,2022-03-02 01:37:00,1.11329,1.11329,1.113,49.49879510284091,,1.1135444235065763,-1,1.11301,SELL,1.11268,2022-03-02 01:49:00,TGP,9.900000000004905
33,2022-03-02 01:49:00,1.1125,1.11268,1.11249,42.074391519815535,,1.1129179450629343,-1,1.11268,BUY,1.11234,2022-03-02 02:15:00,SLPR,-10.199999999993548
34,2022-03-02 02:56:00,1.11274,1.11274,1.11245,64.00378114557145,,1.1120779189514722,1,1.11262,SELL,1.11189,2022-03-02 03:31:00,TG,21.899999999996922
35,2022-03-02 03:31:00,1.11176,1.11189,1.11176,34.591863339469384,,1.1122750676757296,-1,1.11189,BUY,1.11207,2022-03-02 04:15:00,TGP,5.3999999999954085
36,2022-03-02 04:48:00,1.11175,1.11187,1.11174,40.99172099139566,,1.112029625593797,-1,1.11185,BUY,1.11212,2022-03-02 05:01:00,TGP,8.099999999999774
37,2022-03-02 05:17:00,1.11142,1.11167,1.11142,37.22217806201845,,1.1117856368240608,-1,1.1116,BUY,0.0,0,0,0.0
38,2022-03-02 06:43:00,1.11067,1.11076,1.11062,30.1801530721107,,1.1111534363029418,-1,1.11072,BUY,1.11052,2022-03-02 07:35:00,SLPR,-5.999999999999339
39,2022-03-02 07:35:00,1.11084,1.11084,1.11044,65.28661981598692,,1.1096231788192064,1,1.11052,SELL,1.10993,2022-03-02 07:43:00,TG,17.699999999996052
40,2022-03-02 07:57:00,1.10849,1.10894,1.10849,37.90953954147067,,1.109992302412929,-1,1.1089,BUY,1.10965,2022-03-02 08:00:00,TG,22.500000000000853
41,2022-03-02 09:21:00,1.10593,1.10646,1.10593,33.79174061004447,,1.107229972725605,-1,1.10631,BUY,1.1077,2022-03-02 09:32:00,TG,41.700000000000074
42,2022-03-02 09:55:00,1.10921,1.10935,1.10875,62.600949827895086,,1.1080951650002886,1,1.10885,SELL,1.10799,2022-03-02 10:01:00,TG,25.799999999995826
43,2022-03-02 10:43:00,1.11012,1.11015,1.10953,59.09042009492398,,1.1089581714790824,1,1.10957,SELL,1.11002,2022-03-02 10:55:00,SL,-13.500000000001844
44,2022-03-02 12:07:00,1.11018,1.11033,1.1101,68.09023771854805,UP_CROSSOVER,1.1093343381124472,1,1.11015,SELL,1.10985,2022-03-02 12:48:00,TGP,8.999999999999009
45,2022-03-02 12:48:00,1.10965,1.10985,1.1096,38.99495942410385,,1.1105494220350538,-1,1.10985,BUY,1.11039,2022-03-02 12:51:00,TG,16.199999999999548
46,2022-03-02 12:58:00,1.11184,1.11186,1.11109,63.56249339072864,,1.1102594370334078,1,1.11125,SELL,1.11056,2022-03-02 13:05:00,TG,20.700000000002383
47,2022-03-02 13:57:00,1.11069,1.11074,1.11043,67.91857317875527,,1.1098880772087252,1,1.11051,SELL,1.1097,2022-03-02 14:03:00,TG,24.300000000005983
48,2022-03-02 14:09:00,1.10838,1.10875,1.10833,31.57905966707756,,1.1096606506786724,-1,1.10866,BUY,1.10949,2022-03-02 14:19:00,TG,24.900000000003253
49,2022-03-02 14:45:00,1.10814,1.10832,1.10806,31.789958808917092,,1.1091358507215578,-1,1.10819,BUY,1.10944,2022-03-02 14:58:00,TG,37.499999999999204
50,2022-03-02 15:27:00,1.10749,1.10777,1.10729,36.30607268849652,,1.1086486850189905,-1,1.10776,BUY,1.10896,2022-03-02 15:30:00,TG,35.999999999996035
51,2022-03-02 15:49:00,1.10626,1.10691,1.10625,43.675579350267896,,1.107988822908597,-1,1.10686,BUY,1.10855,2022-03-02 16:14:00,TG,50.69999999999908
52,2022-03-02 16:14:00,1.1091,1.10912,1.10855,65.41332577429944,,1.1071343686419162,1,1.10855,SELL,1.10915,2022-03-02 16:24:00,SL,-18.00000000000468
53,2022-03-02 16:25:00,1.10916,1.10928,1.10894,64.70419185470303,,1.107826913184181,1,1.10898,SELL,1.11036,2022-03-02 16:31:00,SLPR,-41.3999999999981
54,2022-03-02 16:37:00,1.11328,1.11349,1.11207,61.75782993389372,,1.1113132022445582,1,1.11207,SELL,1.11137,2022-03-02 16:39:00,TG,20.999999999997687
55,2022-03-02 17:21:00,1.10819,1.10873,1.10816,34.98860184367723,,1.109849343375011,-1,1.10858,BUY,1.10933,2022-03-02 17:48:00,TG,22.500000000000853
56,2022-03-02 18:01:00,1.11021,1.11028,1.11012,68.26377338574147,,1.1094357469101632,1,1.11012,SELL,1.11057,2022-03-02 18:05:00,SLPR,-13.500000000001844
57,2022-03-02 18:19:00,1.11157,1.11158,1.1111,52.00152330492799,DOWN_CROSSOVER,1.1108945135336317,1,1.11111,SELL,1.11156,2022-03-02 18:32:00,SL,-13.500000000001844
58,2022-03-02 18:45:00,1.1129,1.1129,1.1126,60.47104426336983,,1.1122373126403124,1,1.11262,SELL,1.11314,2022-03-02 19:07:00,SLPR,-15.600000000002279
59,2022-03-02 19:11:00,1.11326,1.11328,1.11289,51.539845659679415,,1.1125455682266236,1,1.1129,SELL,1.11187,2022-03-02 19:58:00,TG,30.900000000002592
60,2022-03-02 19:58:00,1.11166,1.11191,1.1116,33.081649589511954,,1.11238392413348,-1,1.11187,BUY,1.11268,2022-03-02 20:01:00,TG,24.299999999999322
61,2022-03-02 20:40:00,1.11179,1.11192,1.11179,37.292500998871134,,1.1124421638006752,-1,1.11192,BUY,1.11253,2022-03-02 21:00:00,TGP,18.299999999999983
62,2022-03-02 21:00:00,1.11264,1.11264,1.11234,64.49591586483837,,1.112033520257768,1,1.11253,SELL,1.11158,2022-03-02 22:10:00,TG,28.500000000000192
63,2022-03-02 22:10:00,1.11136,1.11158,1.11129,44.1390100756176,UP_CROSSOVER,1.1116245793907156,-1,1.11158,BUY,1.11109,2022-03-02 23:28:00,SLPR,-14.700000000003044
64,2022-03-02 23:31:00,1.11111,1.11134,1.11108,42.555313879719705,,1.1114324907463866,-1,1.11129,BUY,1.11162,2022-03-02 23:53:00,TGP,9.900000000004905
65,2022-03-03 00:27:00,1.11067,1.11077,1.11062,30.931479151423616,,1.1111694055753212,-1,1.1107,BUY,0.0,0,0,0.0
66,2022-03-03 01:06:00,1.10949,1.10993,1.10949,43.584903673725535,,1.1102575020517675,-1,1.10992,BUY,1.10917,2022-03-03 02:04:00,SLPR,-22.500000000000853
67,2022-03-03 04:07:00,1.11014,1.11015,1.10998,60.32208283775488,,1.1099338530808103,1,1.11005,SELL,1.10982,2022-03-03 04:35:00,TGP,6.899999999998574
68,2022-03-03 04:35:00,1.10969,1.1099,1.10969,44.775618861743716,,1.1100019896266806,-1,1.10982,BUY,1.11022,2022-03-03 05:16:00,TGP,11.999999999998678
69,2022-03-03 05:16:00,1.11029,1.11029,1.11017,65.71352586560768,,1.1100995401203362,1,1.11022,SELL,1.10961,2022-03-03 06:12:00,TGP,18.299999999999983
70,2022-03-03 06:12:00,1.10948,1.10966,1.10948,30.015826867203288,,1.1098735274099325,-1,1.10961,BUY,1.10993,2022-03-03 06:41:00,TGP,9.60000000000294
71,2022-03-03 06:41:00,1.11013,1.11015,1.10992,56.95396898520074,,1.1096205491627842,1,1.10993,SELL,1.10963,2022-03-03 07:18:00,TGP,9.00000000000567
72,2022-03-03 07:20:00,1.10948,1.10963,1.10946,35.37613761985324,,1.1100643084930621,-1,1.10962,BUY,1.10918,2022-03-03 07:46:00,SLPR,-13.199999999999878
73,2022-03-03 07:49:00,1.1091,1.10932,1.10906,38.147993678165186,,1.1098287826647528,-1,1.10928,BUY,1.10887,2022-03-03 08:06:00,SLPR,-12.300000000000644
74,2022-03-03 08:49:00,1.10824,1.10847,1.10824,30.705168601593527,,1.1092368602677647,-1,1.10836,BUY,1.1091,2022-03-03 08:57:00,TG,22.199999999998887
75,2022-03-03 09:21:00,1.10765,1.10802,1.10765,37.41754779303436,,1.1087455361443947,-1,1.10795,BUY,1.10739,2022-03-03 09:29:00,SLPR,-16.799999999996817
76,2022-03-03 09:30:00,1.10738,1.10781,1.10735,44.318428569754246,,1.108322668764183,-1,1.10781,BUY,1.10818,2022-03-03 09:53:00,TGP,11.099999999999444
77,2022-03-03 09:55:00,1.10828,1.1083,1.10781,52.60059920582313,,1.1074887821817514,1,1.10787,SELL,1.10842,2022-03-03 10:10:00,SL,-16.500000000001513
78,2022-03-03 10:17:00,1.1086,1.1086,1.10841,61.54336668310817,,1.107974678001843,1,1.10846,SELL,1.10832,2022-03-03 11:06:00,TGP,4.20000000000087
79,2022-03-03 11:06:00,1.10829,1.10838,1.10821,32.54957249910903,,1.1087569432334996,-1,1.10832,BUY,1.10808,2022-03-03 11:38:00,SLPR,-7.200000000000539
80,2022-03-03 12:06:00,1.10912,1.10915,1.10896,63.703196539806164,,1.1084745556071272,1,1.10896,SELL,1.10923,2022-03-03 12:18:00,SLPR,-8.099999999999774
81,2022-03-03 13:02:00,1.10747,1.10772,1.10744,32.43926929896969,,1.1082221883199557,-1,1.10768,BUY,1.1069,2022-03-03 13:49:00,SLPR,-23.400000000000087
82,2022-03-03 14:04:00,1.10941,1.10942,1.10834,54.39427330553713,,1.1078832166222794,1,1.10835,SELL,1.10879,2022-03-03 14:10:00,SL,-13.199999999999878
83,2022-03-03 14:50:00,1.10778,1.10806,1.10768,34.86378500814922,,1.1089587355469837,-1,1.10803,BUY,1.10749,2022-03-03 15:04:00,SLPR,-16.199999999999548
84,2022-03-03 15:25:00,1.10647,1.10689,1.10642,37.958290797344844,,1.1077025376716163,-1,1.10689,BUY,0.0,0,0,0.0
85,2022-03-03 15:37:00,1.10592,1.10621,1.10577,40.17426827928044,,1.1068891230171511,-1,1.1062,BUY,1.10518,2022-03-03 16:06:00,SLPR,-30.600000000000627
86,2022-03-03 16:10:00,1.10503,1.10535,1.10482,32.2560930907096,,1.1059827478516167,-1,1.1052,BUY,1.10469,2022-03-03 16:38:00,SLPR,-15.300000000000313
87,2022-03-03 17:26:00,1.10355,1.1042,1.10355,41.451957270336756,,1.1044429698622118,-1,1.10412,BUY,1.10559,2022-03-03 17:36:00,TG,44.10000000000247
88,2022-03-03 19:39:00,1.10569,1.10589,1.10569,37.06642186518103,,1.1060700012736553,-1,1.10588,BUY,1.10637,2022-03-03 21:07:00,TGP,14.700000000003044
89,2022-03-03 21:07:00,1.10648,1.10649,1.10637,58.66791543430436,,1.106053878398065,1,1.10637,SELL,1.10645,2022-03-03 22:03:00,TGP,-2.399999999995739
90,2022-03-03 23:43:00,1.10669,1.1067,1.10656,56.44929451208205,,1.1064521149530122,1,1.10656,SELL,0.0,0,0,0.0
